,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,第七章,总词频,加权得分
经度,0,0,0,0,1,1,0,0,0,2,0.29
多样性,0,0,0,0,1,0,0,0,0,1,0.145
事件建模,0,0,0,0,1,0,0,0,0,1,0.145
物联网资源环境,0,0,0,0,1,0,0,0,0,1,0.145
动态事件,0,0,0,0,1,0,0,0,0,1,0.145
环境,0,0,0,0,1,0,0,0,0,1,0.145
缓冲队列,0,0,0,0,0,4,0,0,0,4,0.58
p-q,0,0,0,0,0,4,0,0,0,4,0.58
值域,0,0,0,2,0,3,0,0,0,5,0.6849999999999999
坐标信息,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
目标推理请求,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
定义域参数,0,0,0,0,0,2,0,0,0,2,0.29
成员属性,0,0,0,0,0,2,0,0,0,2,0.29
dlc,0,0,0,0,0,2,0,0,0,2,0.29
reasoner类对象,0,0,0,0,0,2,0,0,0,2,0.29
知识类,0,0,0,0,0,2,0,0,0,2,0.29
构造函数,0,0,0,0,0,2,0,0,0,2,0.29
流程,0,0,0,0,0,5,0,0,0,5,0.725
一阶表达式,0,0,0,0,0,2,1,0,0,3,0.43499999999999994
持久化,0,0,0,0,0,1,0,0,0,1,0.145
翻译本体,0,0,0,0,0,1,0,0,0,1,0.145
#福中,0,0,0,0,0,1,0,0,0,1,0.145
traffic-onto,0,0,0,0,0,1,0,0,0,1,0.145
逻辑表示,0,0,0,0,0,1,0,0,0,1,0.145
assertion,0,0,0,0,0,1,0,0,0,1,0.145
字符串,0,0,0,0,0,1,0,0,0,1,0.145
小括号,0,0,0,0,0,1,0,0,0,1,0.145
key,0,0,0,0,0,1,0,0,0,1,0.145
boolso,0,0,0,0,0,1,0,0,0,1,0.145
非解释型,0,0,0,0,0,1,0,0,0,1,0.145
实数,0,0,0,0,0,1,0,0,0,1,0.145
布尔型,0,0,0,0,0,1,0,0,0,1,0.145
整型,0,0,0,0,0,1,0,0,0,1,0.145
unintepretedsort,0,0,0,0,0,1,0,0,0,1,0.145
realsort,0,0,0,0,0,1,0,0,0,1,0.145
boolsort,0,0,0,0,0,1,0,0,0,1,0.145
intsort,0,0,0,0,0,1,0,0,0,1,0.145
sort接口,0,0,0,0,0,1,0,0,0,1,0.145
输入参数,0,0,0,0,0,1,0,0,0,1,0.145
range,0,0,0,0,0,1,0,0,0,1,0.145
定义域domain,0,0,0,0,0,1,0,0,0,1,0.145
数学,0,0,0,0,0,1,0,0,0,1,0.145
:元,0,0,0,0,0,1,0,0,0,1,0.145
lause,0,0,0,0,0,1,0,0,0,1,0.145
dlongology,0,0,0,0,0,1,0,0,0,1,0.145
属性约束,0,0,0,0,0,1,0,0,0,1,0.145
翻译流程,0,0,0,0,0,1,0,0,0,1,0.145
role,0,0,0,0,0,1,0,0,0,1,0.145
内部表示,0,0,0,0,0,1,0,0,0,1,0.145
数据属性约束,0,0,0,0,0,1,0,0,0,1,0.145
对象属性约束,0,0,0,0,0,1,0,0,0,1,0.145
ontology对象,0,0,0,0,0,1,0,0,0,1,0.145
hemit,0,0,0,0,0,1,0,0,0,1,0.145
算法,0,0,0,0,0,1,0,0,0,1,0.145
0wlapi,0,0,0,0,0,1,0,0,0,1,0.145
lapi,0,0,0,0,0,1,0,0,0,1,0.145
ontology类,0,0,0,0,0,1,0,0,0,1,0.145
ontology类对,0,0,0,0,0,1,0,0,0,1,0.145
源码,0,0,0,0,0,1,0,0,0,1,0.145
开源本体推理器,0,0,0,0,0,1,0,0,0,1,0.145
中间代码,0,0,0,0,0,1,0,0,0,1,0.145
分类,0,0,0,0,0,1,0,0,0,1,0.145
本体解析,0,0,0,0,0,1,0,0,0,1,0.145
本体解析推理,0,0,0,0,0,1,0,0,0,1,0.145
owl格式,0,0,0,0,0,1,0,0,0,1,0.145
逻辑推理能力,0,0,0,0,0,1,0,0,0,1,0.145
事件转化流程,0,0,0,0,0,1,0,0,0,1,0.145
爭件转化流程,0,0,0,0,0,1,0,0,0,1,0.145
无用数据,0,0,0,0,0,1,0,0,0,1,0.145
boolexpr对,0,0,0,0,0,1,1,0,0,2,0.29
position类,0,0,0,0,0,1,0,0,0,1,0.145
实例信息,0,0,0,0,0,1,0,0,0,1,0.145
position概念,0,0,0,0,0,1,0,0,0,1,0.145
posigion,0,0,0,0,0,1,0,0,0,1,0.145
速度,0,0,0,0,1,1,0,0,0,2,0.29
出租车gps事件,0,0,0,0,0,1,0,0,0,1,0.145
知识类对象,0,0,0,0,0,1,0,0,0,1,0.145
事件类对象,0,0,0,0,0,1,0,0,0,1,0.145
坐标属性,0,0,0,0,0,1,0,0,0,1,0.145
本体标识符,0,0,0,0,0,1,0,0,0,1,0.145
uri,0,0,0,0,0,1,0,0,0,1,0.145
抽象父类,0,0,0,0,0,1,0,0,0,1,0.145
父类,0,0,0,0,0,1,0,0,0,1,0.145
抽象,0,0,0,0,0,1,0,0,0,1,0.145
多态特性,0,0,0,0,0,1,0,0,0,1,0.145
反射获取,0,0,0,0,0,1,0,0,0,1,0.145
实现类,0,0,0,0,0,1,0,0,0,1,0.145
hashmap,0,0,0,0,0,1,0,0,0,1,0.145
映射表,0,0,0,0,0,1,0,0,0,1,0.145
类句,0,0,0,0,0,1,0,0,0,1,0.145
多态,0,0,0,0,0,1,0,0,0,1,0.145
事件对,0,0,0,0,0,1,0,0,0,1,0.145
爭件结构,0,0,0,0,0,1,0,0,0,1,0.145
解析流,0,0,0,0,0,1,0,0,0,1,0.145
道路信息,0,0,0,0,0,1,0,0,0,1,0.145
出租车数,0,0,0,0,0,1,0,0,0,1,0.145
一阶,0,0,0,0,0,1,0,0,0,1,0.145
事件知识对象,0,0,0,0,0,1,0,0,0,1,0.145
一阶逻辑关系,0,0,0,0,0,1,0,0,0,1,0.145
http请求模型,0,0,0,0,0,1,0,0,0,1,0.145
逻辑反表达式对象,0,0,0,0,0,1,0,0,0,1,0.145
逻辑表达式对,0,0,0,0,0,1,0,0,0,1,0.145
表达式对象,0,0,0,0,0,1,0,0,0,1,0.145
布尔表达式对象,0,0,0,0,0,1,0,0,0,1,0.145
context接口,0,0,0,0,0,1,0,0,0,1,0.145
context对象,0,0,0,0,0,1,0,0,0,1,0.145
z3推理器,0,0,0,0,0,1,0,0,0,1,0.145
solver类,0,0,0,0,0,1,0,0,0,1,0.145
smt推理器,0,0,0,0,0,1,0,0,0,1,0.145
pa-q,0,0,0,0,0,1,0,0,0,1,0.145
-qo,0,0,0,0,0,1,0,0,0,1,0.145
取反,0,0,0,0,0,1,0,0,0,1,0.145
数理逻辑,0,0,0,0,0,1,0,0,0,1,0.145
smt理论求解器,0,0,0,0,0,1,0,0,0,1,0.145
逻辑推理器,0,0,0,0,0,1,0,0,0,1,0.145
功能需求,0,0,0,0,0,1,0,0,0,1,0.145
缓速,0,0,0,0,3,1,0,0,0,4,0.58
知识库管理界,0,0,0,0,2,0,0,0,0,2,0.29
删除,0,0,0,0,2,0,0,0,0,2,0.29
信息渲染界面,0,0,0,0,1,0,0,0,0,1,0.145
选择,0,0,0,0,1,0,0,0,0,1,0.145
知识信息,0,0,0,0,1,0,0,0,0,1,0.145
査询操作,0,0,0,0,1,0,0,0,0,1,0.145
需求描述,0,0,0,0,1,0,0,0,0,1,0.145
uml,0,0,0,0,1,0,0,0,0,1,0.145
数据输入,0,0,0,0,1,0,0,0,0,1,0.145
算子选择,0,0,0,0,1,0,0,0,0,1,0.145
参数选择,0,0,0,0,1,0,0,0,0,1,0.145
约束定义,0,0,0,0,1,0,0,0,0,1,0.145
查询操,0,0,0,0,1,0,0,0,0,1,0.145
备份操作,0,0,0,0,1,0,0,0,0,1,0.145
操作,0,0,0,0,1,0,0,0,0,1,0.145
微拥堵,0,0,0,0,1,0,0,0,0,1,0.145
中度拥堵,0,0,0,0,1,0,0,0,0,1,0.145
道路拥堵,0,0,0,0,1,1,0,0,0,2,0.29
推理结,0,0,0,0,1,0,0,0,0,1,0.145
web前端推理界面,0,0,0,0,1,0,0,0,0,1,0.145
领域事件,0,0,0,0,1,0,0,0,0,1,0.145
事件接收,0,0,0,0,1,0,0,0,0,1,0.145
相关域,0,0,0,0,1,0,0,0,0,1,0.145
目标条件,0,0,0,0,1,0,0,0,0,1,0.145
映射功能,0,0,0,0,1,0,0,0,0,1,0.145
标定义,0,0,0,0,1,0,0,0,0,1,0.145
li标,0,0,0,0,1,0,0,0,0,1,0.145
走义事件,0,0,0,0,1,0,0,0,0,1,0.145
h标,0,0,0,0,1,0,0,0,0,1,0.145
诉件,0,0,0,0,1,0,0,0,0,1,0.145
可视化知识,0,0,0,0,1,0,0,0,0,1,0.145
并发性,0,0,0,0,1,0,0,0,0,1,0.145
推理处理性能,0,0,0,0,1,0,0,0,0,1,0.145
网络请求,0,0,0,0,1,0,0,0,0,1,0.145
响应速度,0,0,0,0,1,0,0,0,0,1,0.145
一阶逻辑子句转化,0,0,0,0,0,0,1,0,0,1,0.145
事件解析,0,0,0,0,0,0,1,0,0,1,0.145
即时推理,0,0,0,0,0,0,1,0,0,1,0.145
核心模块,0,0,0,0,0,0,1,0,0,1,0.145
traffic知识库,0,0,0,0,0,2,0,0,0,2,0.29
映射机,0,0,0,0,0,2,0,0,0,2,0.29
获取流程,0,0,0,0,0,1,0,0,0,1,0.145
前端界面,0,0,0,0,0,1,0,0,0,1,0.145
结果数据,0,0,0,0,0,1,0,0,0,1,0.145
图形库渲染界面,0,0,0,0,0,1,0,0,0,1,0.145
数据请求,0,0,0,0,0,1,0,0,0,1,0.145
平台,0,0,0,0,0,1,0,0,0,1,0.145
ido,0,0,0,0,0,1,0,0,0,1,0.145
约束条件,0,0,0,0,0,1,0,0,0,1,0.145
拥堵条件,0,0,0,0,0,1,0,0,0,1,0.145
目标约束,0,0,0,0,0,1,0,0,0,1,0.145
域信息,0,0,0,0,0,1,0,0,0,1,0.145
一阶逻辑推理器,0,0,0,0,0,1,0,0,0,1,0.145
车量,0,0,0,0,0,1,0,0,0,1,0.145
拥堵事件,0,0,0,0,0,1,0,0,0,1,0.145
实例名,0,0,0,0,0,1,0,0,0,1,0.145
道路实例,0,0,0,0,0,1,0,0,0,1,0.145
知识范,0,0,0,0,0,1,0,0,0,1,0.145
用户界面规则,0,0,0,0,0,1,0,0,0,1,0.145
概念,0,0,0,1,0,1,0,0,0,2,0.27
用户参数,0,0,0,0,0,1,0,0,0,1,0.145
推理目标界面,0,0,0,0,0,1,0,0,0,1,0.145
轻应用,0,0,0,0,0,1,0,0,0,1,0.145
json数据格,0,0,0,0,0,1,0,0,0,1,0.145
后端,0,0,0,0,0,1,0,0,0,1,0.145
査询管,0,0,0,0,0,1,0,0,0,1,0.145
web用户界面,0,0,0,0,0,1,0,0,0,1,0.145
用户界面模块,0,0,0,0,0,1,0,0,0,1,0.145
结构图,0,0,1,0,0,0,0,0,0,1,0.125
流程图,0,0,1,0,0,0,0,0,0,1,0.125
概要设计,0,0,1,0,0,0,0,0,0,1,0.125
需求分析,0,0,1,0,0,0,0,0,0,1,0.125
jena框架,0,0,1,0,0,0,0,0,0,1,0.125
本体建模,0,0,1,0,0,0,0,0,0,1,0.125
物联网网络,0,0,1,0,0,0,0,0,0,1,0.125
绪论,0,0,1,0,0,0,0,0,0,1,0.125
模型论,0,0,0,2,0,0,0,0,0,2,0.25
述逻辑,0,0,0,1,0,0,0,0,0,1,0.125
角色,0,0,0,1,0,0,0,0,0,1,0.125
定性数,0,0,0,1,0,0,0,0,0,1,0.125
析取概念,0,0,0,1,0,0,0,0,0,1,0.125
合取概念,0,0,0,1,0,0,0,0,0,1,0.125
个体,0,0,0,4,0,0,0,0,0,4,0.5
原子概念,0,0,0,1,0,0,0,0,0,1,0.125
一阶逻辑语言,0,0,0,1,0,0,0,0,0,1,0.125
逻辑语言,0,0,0,1,0,0,0,0,0,1,0.125
构子,0,0,0,1,0,0,0,0,0,1,0.125
翻译符号,0,0,0,1,0,0,0,0,0,1,0.125
逻辑公,0,0,0,1,0,0,0,0,0,1,0.125
连接词,0,0,0,1,0,0,0,0,0,1,0.125
构子逻辑,0,0,0,1,0,0,0,0,0,1,0.125
常量,0,0,0,1,0,0,0,0,0,1,0.125
角色二元谓词,0,0,0,1,0,0,0,0,0,1,0.125
一元谓词,0,0,0,1,0,0,0,0,0,1,0.125
阶逻辑,0,0,0,1,0,0,0,0,0,1,0.125
语法,0,0,0,1,0,0,0,0,0,1,0.125
断言集合,0,0,0,1,0,0,0,0,0,1,0.125
关系集合,0,0,0,1,0,0,0,0,0,1,0.125
本体描述语吉,0,0,0,1,0,0,0,0,0,1,0.125
概念分类学,0,0,0,1,0,0,0,0,0,1,0.125
理论机制,0,0,0,1,0,0,0,0,0,1,0.125
形式化,0,0,0,1,0,0,0,0,0,1,0.125
推理算法,0,0,0,1,0,0,0,0,0,1,0.125
可判定性,0,0,0,1,0,0,0,0,0,1,0.125
表达能力,0,0,0,3,0,0,0,0,0,3,0.375
表示语言,0,0,0,1,0,0,0,0,0,1,0.125
子集,0,0,0,1,0,0,0,0,0,1,0.125
谓讪逻辑,0,0,0,1,0,0,0,0,0,1,0.125
kl-one,0,0,0,1,0,0,0,0,0,1,0.125
descriptionlogic,0,0,0,1,0,0,0,0,0,1,0.125
描述逻拆⑶,0,0,0,1,0,0,0,0,0,1,0.125
owldl,0,0,0,3,0,0,0,0,0,3,0.375
传递,0,0,0,2,0,0,0,0,0,2,0.25
基数限制,0,0,0,1,0,0,0,0,0,1,0.125
反转关系,0,0,0,1,0,0,0,0,0,1,0.125
对称,0,0,0,1,0,0,0,0,0,1,0.125
owld,0,0,0,1,0,0,0,0,0,1,0.125
推理机,0,0,0,1,0,0,0,0,0,1,0.125
ull,0,0,0,1,0,0,0,0,0,1,0.125
表达,0,0,0,1,0,0,0,0,0,1,0.125
owlfull,0,0,0,1,0,0,0,0,0,1,0.125
表达能,0,0,0,1,0,0,0,0,0,1,0.125
owllite,0,0,0,1,0,0,0,0,0,1,0.125
子语言,0,0,0,1,0,0,0,0,0,1,0.125
lf,0,0,0,1,0,0,0,0,0,1,0.125
foowl,0,0,0,1,0,0,0,0,0,1,0.125
形式语义,0,0,0,1,0,0,0,0,0,1,0.125
language,0,0,0,1,0,0,0,0,0,1,0.125
webontology,0,0,0,1,0,0,0,0,0,1,0.125
webj,0,0,0,1,0,0,0,0,0,1,0.125
语言规范,0,0,0,1,0,0,0,0,0,1,0.125
资信息,0,0,0,1,0,0,0,0,0,1,0.125
资源描述框架,0,0,0,1,0,0,0,0,0,1,0.125
rdf/rdfs,0,0,0,1,0,0,0,0,0,1,0.125
rdfso,0,0,0,1,0,0,0,0,0,1,0.125
rdf/,0,0,0,1,0,0,0,0,0,1,0.125
owl语言,0,0,0,1,0,0,0,0,0,1,0.125
自然语言,0,0,0,1,0,0,0,0,0,1,0.125
targetinfo对象,0,0,0,0,0,0,2,0,0,2,0.29
get,0,0,0,0,0,0,2,0,0,2,0.29
scopemanage,0,0,0,0,0,0,2,0,0,2,0.29
paramtarget,0,0,0,0,0,0,1,0,0,1,0.145
上卜文对象,0,0,0,0,0,0,1,0,0,1,0.145
z3solver对象,0,0,0,0,0,0,1,0,0,1,0.145
nf,0,0,0,0,0,0,1,0,0,1,0.145
ol,0,0,0,0,0,0,1,0,0,1,0.145
et,0,0,0,0,0,0,1,0,0,1,0.145
expr,0,0,0,0,0,0,1,0,0,1,0.145
targettobool,0,0,0,0,0,0,1,0,0,1,0.145
scopemanager,0,0,0,0,0,0,1,0,0,1,0.145
targettoboo,0,0,0,0,0,0,1,0,0,1,0.145
targettoboolexpr,0,0,0,0,0,0,1,0,0,1,0.145
订阅接口,0,0,0,0,0,0,1,0,0,1,0.145
目标解析主类,0,0,0,0,0,0,1,0,0,1,0.145
事件解析模块,0,0,0,0,0,0,1,0,0,1,0.145
网络本体语言库,0,0,0,1,0,0,0,0,0,1,0.125
载体本体文,0,0,0,1,0,0,0,0,0,1,0.125
领域知识,0,0,0,1,0,0,0,0,0,1,0.125
存储领域,0,0,0,1,0,0,0,0,0,1,0.125
元素,0,0,0,3,0,0,0,0,0,3,0.375
定义域,0,0,0,2,0,0,0,0,0,2,0.25
公理,0,0,0,2,0,0,0,0,0,2,0.25
属性信息,0,0,0,1,0,0,0,0,0,1,0.125
等级体系结构,0,0,0,1,0,0,0,0,0,1,0.125
复用性,0,0,0,1,0,0,0,0,0,1,0.125
us,0,0,0,1,0,0,0,0,0,1,0.125
ka,0,0,0,1,0,0,0,0,0,1,0.125
cyc,0,0,0,1,0,0,0,0,0,1,0.125
ula,0,0,0,1,0,0,0,0,0,1,0.125
kbsi,0,0,0,1,0,0,0,0,0,1,0.125
methontology,0,0,0,1,0,0,0,0,0,1,0.125
polytecnic,0,0,0,1,0,0,0,0,0,1,0.125
骨架,0,0,0,1,0,0,0,0,0,1,0.125
te,0,0,0,1,0,0,0,0,0,1,0.125
对象元组,0,0,0,1,0,0,0,0,0,1,0.125
集合,0,0,0,1,0,0,0,0,0,1,0.125
客观世界,0,0,0,1,0,0,0,0,0,1,0.125
永真命题,0,0,0,1,0,0,0,0,0,1,0.125
设备,0,0,0,1,0,0,0,0,0,1,0.125
异构系统,0,0,0,1,0,0,0,0,0,1,0.125
涪义冲突,0,0,0,1,0,0,0,0,0,1,0.125
知识共享,0,0,0,1,0,0,0,0,0,1,0.125
知识重用,0,0,0,1,0,0,0,0,0,1,0.125
共享概念,0,0,0,1,0,0,0,0,0,1,0.125
stuber131,0,0,0,1,0,0,0,0,0,1,0.125
显示化,0,0,0,1,0,0,0,0,0,1,0.125
ber,0,0,0,1,0,0,0,0,0,1,0.125
bs模,1,0,0,0,0,0,0,0,0,1,1.0
知识模型,1,0,0,0,0,0,0,0,0,1,1.0
复杂事件处理系统,1,0,0,0,0,0,0,0,0,1,1.0
动态知识,1,0,0,0,0,0,0,0,0,1,1.0
物联网设备,1,0,0,0,0,0,0,0,0,1,1.0
信息量,1,0,0,0,0,0,0,0,0,1,1.0
管理系统,1,0,0,0,0,0,0,0,0,1,1.0
