,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,第七章,总词频,加权得分
d2d用户,0,0,0,3,0,1,0,0,0,4,0.52
pair,0,0,0,0,0,1,0,0,0,1,0.145
structrbpair,0,0,0,0,0,1,0,0,0,1,0.145
上行通信授权,0,0,0,0,0,1,0,0,0,1,0.145
cellue,0,0,0,0,0,1,0,0,0,1,0.145
put,0,0,0,0,0,1,0,0,0,1,0.145
实时吞吐量,0,0,0,0,0,1,0,0,0,1,0.145
单位资源,0,0,0,0,0,1,0,0,0,1,0.145
ough,0,0,0,0,0,1,0,0,0,1,0.145
吐量,0,0,0,0,0,1,0,0,0,1,0.145
资源基准,0,0,0,0,0,1,0,0,0,1,0.145
passloss,0,0,0,0,0,1,0,0,0,1,0.145
蜂窝上行通信链路,0,0,0,0,0,1,0,0,0,1,0.145
数据格式,0,0,0,0,0,1,0,0,0,1,0.145
逻辑步骤,0,0,0,0,0,1,0,0,0,1,0.145
控制参数,0,0,0,0,0,1,0,0,0,1,0.145
编码速率,0,0,0,2,1,1,0,0,0,4,0.54
子帧业务数据,0,0,0,0,0,1,0,0,0,1,0.145
ack反馈,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
重传次数,0,0,0,0,0,2,0,0,0,2,0.29
harq接收处理逻辑,0,0,0,0,0,1,0,0,0,1,0.145
重传发送队列,0,0,0,0,0,1,0,0,0,1,0.145
ackcoremsg,0,0,0,0,0,1,0,0,0,1,0.145
recv°函数,0,0,0,0,0,1,0,0,0,1,0.145
harq发送处理逻辑,0,0,0,0,0,1,0,0,0,1,0.145
process,0,0,0,0,0,2,0,0,0,2,0.29
pull,0,0,0,0,0,2,0,0,0,2,0.29
ro,0,0,0,0,0,1,0,0,0,1,0.145
harqprocessi,0,0,0,0,0,1,0,0,0,1,0.145
pushjprocess,0,0,0,0,0,1,0,0,0,1,0.145
intcrcflag,0,0,0,0,0,1,0,0,0,1,0.145
procack,0,0,0,0,0,1,0,0,0,1,0.145
harq流程管理,0,0,0,0,0,1,0,0,0,1,0.145
ack接收,0,0,0,0,0,1,0,0,0,1,0.145
网卡,0,0,0,0,0,1,11,0,0,12,1.7399999999999998
中断次数,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
interruptthrottlerate,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
以太网卡,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
延时分布,0,0,0,0,0,0,2,0,0,2,0.29
以太网帧,0,0,0,0,0,0,2,0,0,2,0.29
缓存数据,0,0,0,0,0,0,1,0,0,1,0.145
断向操作系统,0,0,0,0,0,0,1,0,0,1,0.145
用户,0,0,2,2,0,0,1,0,0,5,0.645
网卡缓存,0,0,0,0,0,0,1,0,0,1,0.145
策略编号,0,0,0,0,0,0,1,0,0,1,0.145
中断,0,0,0,0,0,0,1,0,0,1,0.145
usecsn,0,0,0,0,0,0,1,0,0,1,0.145
ethtool,0,0,0,0,0,0,1,0,0,1,0.145
配置参数,0,0,0,0,0,0,1,0,0,1,0.145
网卡参数,0,0,0,0,0,0,1,0,0,1,0.145
sync子帧,0,0,0,0,0,2,0,0,0,2,0.29
发送端模块逻辑,0,0,0,0,0,1,0,0,0,1,0.145
d-ccch,0,0,0,0,0,2,0,0,0,2,0.29
下行信号,0,0,0,0,0,2,0,0,0,2,0.29
txfrontend,0,0,0,0,0,1,0,0,0,1,0.145
downlink,0,0,0,0,0,1,0,0,0,1,0.145
子帧发送,0,0,0,0,0,1,0,0,0,1,0.145
downlinktx,0,0,0,0,0,1,0,0,0,1,0.145
cchchantype,0,0,0,0,0,1,0,0,0,1,0.145
ccchtx,0,0,0,0,0,1,0,0,0,1,0.145
ulsynctx,0,0,0,0,0,1,0,0,0,1,0.145
phyd2d,0,0,0,0,0,1,0,0,0,1,0.145
type,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
ack子帧,0,0,0,0,1,1,0,0,0,2,0.29
ulsynct,0,0,0,0,0,1,0,0,0,1,0.145
ccch模块,0,0,0,0,0,2,0,0,0,2,0.29
路由表,0,0,0,0,3,2,0,0,0,5,0.725
路由策略,0,0,0,0,1,2,0,0,0,3,0.43499999999999994
babeld,0,0,0,0,1,5,0,1,0,7,1.015
点对点数据通信,0,0,0,0,1,0,0,0,0,1,0.145
路由广播包,0,0,0,0,1,0,0,0,0,1,0.145
d2d广播信道,0,0,0,0,1,0,0,0,0,1,0.145
工作模式,0,0,0,0,1,0,0,0,0,1,0.145
终端发现,0,0,0,0,1,0,0,0,0,1,0.145
广播式路由,0,0,0,0,1,0,0,0,0,1,0.145
开源分布式路由算法,0,0,0,0,1,0,0,0,0,1,0.145
ad-hoc网络,0,0,2,0,1,1,0,0,0,4,0.54
自主路由功能,0,0,0,0,1,0,0,0,0,1,0.145
中继路,0,0,0,0,1,0,0,0,0,1,0.145
rtso,0,0,0,0,11,2,0,0,0,13,1.8849999999999998
缓冲队列,0,0,0,0,0,2,0,0,0,2,0.29
rts接收处理逻辑,0,0,0,0,0,1,0,0,0,1,0.145
无线帧接收数据,0,0,0,0,0,1,0,0,0,1,0.145
ct,0,0,0,0,0,1,0,0,0,1,0.145
接收者,0,0,0,0,0,1,0,0,0,1,0.145
rtscoremsg,0,0,0,0,0,1,0,0,0,1,0.145
rts发送处理逻辑,0,0,0,0,0,1,0,0,0,1,0.145
空时,0,0,0,0,0,1,0,0,0,1,0.145
rts1,0,0,0,0,9,1,0,0,0,10,1.45
rts0,0,0,0,0,0,1,0,0,0,1,0.145
rtsl,0,0,0,0,0,1,0,0,0,1,0.145
ch时序,0,0,0,0,0,1,0,0,0,1,0.145
rts碰撞,0,0,0,0,0,1,0,0,0,1,0.145
数据重传,0,0,0,0,0,1,0,0,0,1,0.145
heartbeat,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
sl,0,0,0,0,0,1,0,0,0,1,0.145
rt,0,0,0,0,0,1,0,0,0,1,0.145
sendrtsl,0,0,0,0,0,1,0,0,0,1,0.145
sendrtso,0,0,0,0,0,1,0,0,0,1,0.145
macrts控制器,0,0,0,0,0,1,0,0,0,1,0.145
字节,0,0,0,0,0,10,0,0,0,10,1.45
时序驱动,0,0,0,0,0,5,0,0,0,5,0.725
字段,0,0,0,0,0,4,0,0,0,4,0.58
displaymsg,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
无线承载,0,0,0,0,0,6,0,0,0,6,0.8699999999999999
pdcp层,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
payloadlen,0,0,0,0,0,2,0,0,0,2,0.29
payload消息,0,0,0,0,0,2,0,0,0,2,0.29
payloadlen消息,0,0,0,0,0,2,0,0,0,2,0.29
8byte,0,0,0,0,0,2,0,0,0,2,0.29
ibyte,0,0,0,0,0,2,0,0,0,2,0.29
subframenumber,0,0,0,0,0,2,0,0,0,2,0.29
framenumber,0,0,0,0,0,2,0,0,0,2,0.29
消息类型,0,0,0,0,0,2,0,0,0,2,0.29
sendtime消息,0,0,0,0,0,2,0,0,0,2,0.29
消息负载,0,0,0,0,0,2,0,0,0,2,0.29
消息头,0,0,0,0,0,2,0,0,0,2,0.29
coremsg队列,0,0,0,0,0,2,0,0,0,2,0.29
接收rlc实体,0,0,0,0,0,2,0,0,0,2,0.29
d2did,0,0,0,0,0,4,0,0,0,4,0.58
ite,0,0,1,0,0,2,0,0,0,3,0.415
演示平台,0,0,0,0,0,2,0,0,0,2,0.29
harq功能,0,0,0,0,0,2,0,0,0,2,0.29
有效负载长度,0,0,0,0,0,1,0,0,0,1,0.145
待发送数据,0,0,0,0,0,1,0,0,0,1,0.145
am,0,0,0,0,0,1,0,0,0,1,0.145
qpsk,0,0,0,0,0,1,0,0,0,1,0.145
harq冗余版本,0,0,0,0,0,1,0,0,0,1,0.145
harq进程,0,0,0,0,0,1,0,0,0,1,0.145
数据接收方,0,0,0,0,0,1,0,0,0,1,0.145
txjd,0,0,0,0,0,1,0,0,0,1,0.145
tion,0,0,0,0,0,1,0,0,0,1,0.145
fig,0,0,0,0,0,1,0,0,0,1,0.145
总长度,0,0,0,0,0,1,0,0,0,1,0.145
负载字段,0,0,0,0,0,1,0,0,0,1,0.145
payload,0,0,0,0,0,1,0,0,0,1,0.145
无线帧号,0,0,0,0,2,1,0,0,0,3,0.43499999999999994
ib,0,0,0,0,0,1,0,0,0,1,0.145
调度器,0,0,0,0,0,1,0,0,0,1,0.145
时间测量,0,0,0,0,0,1,0,0,0,1,0.145
编码调制信息,0,0,0,0,0,1,0,0,0,1,0.145
传递配置,0,0,0,0,0,1,0,0,0,1,0.145
物理层发送,0,0,0,0,0,1,0,0,0,1,0.145
phystarttime,0,0,0,0,0,1,0,0,0,1,0.145
hwtime,0,0,0,0,0,1,0,0,0,1,0.145
coremsg消息格式,0,0,0,0,0,1,0,0,0,1,0.145
coremsg消息,0,0,0,0,0,1,0,0,0,1,0.145
coremsghandler,0,0,0,0,0,1,0,0,0,1,0.145
sched_msghandler,0,0,0,0,0,1,0,0,0,1,0.145
头格式,0,0,0,0,0,1,0,0,0,1,0.145
状态机模型,0,0,0,0,0,1,0,0,0,1,0.145
协议栈消息,0,0,0,0,0,1,0,0,0,1,0.145
schedmsg队列,0,0,0,0,0,1,0,0,0,1,0.145
等待模式,0,0,0,0,0,1,0,0,0,1,0.145
运行流程,0,0,0,0,0,1,0,0,0,1,0.145
驱动源,0,0,0,0,0,1,0,0,0,1,0.145
定时信号,0,0,0,0,0,1,0,0,0,1,0.145
消息处理机,0,0,0,0,0,1,0,0,0,1,0.145
时钟节拍,0,0,0,0,0,1,0,0,0,1,0.145
定时精度,0,0,0,0,0,1,0,0,0,1,0.145
定时中断,0,0,0,0,0,1,0,0,0,1,0.145
微秒,0,0,0,0,0,1,0,0,0,1,0.145
非硬实时性,0,0,0,0,0,1,0,0,0,1,0.145
数据下发,0,0,0,0,0,1,0,0,0,1,0.145
上报,0,0,0,0,0,1,0,0,0,1,0.145
驱动,0,0,0,0,0,1,0,0,0,1,0.145
功能9,0,0,0,0,0,1,0,0,0,1,0.145
自主路由,0,0,0,0,0,3,0,1,0,4,0.58
开源路由软件,0,0,0,0,0,1,0,0,0,1,0.145
tun,0,0,0,0,0,1,0,0,0,1,0.145
虚拟网卡,0,0,0,0,0,4,0,0,0,4,0.58
点对点通信数据,0,0,0,0,0,1,0,0,0,1,0.145
发送rlc实体,0,0,0,0,0,1,0,0,0,1,0.145
ite终端,0,0,0,0,0,1,0,0,0,1,0.145
包头压缩,0,0,0,0,0,1,0,0,0,1,0.145
序列号,0,0,0,0,0,1,0,0,0,1,0.145
数据压缩,0,0,0,0,0,1,0,0,0,1,0.145
ip包头,0,0,0,0,0,1,0,0,0,1,0.145
下行业务信道,0,0,0,0,0,1,0,0,0,1,0.145
流程管理,0,0,0,0,0,1,0,0,0,1,0.145
分布式自主无线资源管理,0,0,0,0,0,1,0,0,0,1,0.145
rrc层,0,0,0,0,0,1,0,0,0,1,0.145
链路控制,0,0,0,0,0,1,0,0,0,1,0.145
鉴权,0,0,0,0,0,1,0,0,0,1,0.145
结构,0,0,0,0,0,1,0,0,0,1,0.145
phy-mac-rlc层,0,0,0,0,0,1,0,0,0,1,0.145
数据源,0,0,0,0,0,1,0,0,0,1,0.145
无线资源调度功能,0,0,0,0,0,1,0,0,0,1,0.145
拆包,0,0,0,0,0,1,0,0,0,1,0.145
pbch信道,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
下行带宽配置,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
pbch,0,0,0,0,1,3,0,0,0,4,0.58
pbch模块逻辑,0,0,0,0,0,1,0,0,0,1,0.145
pbchcorems,0,0,0,0,0,1,0,0,0,1,0.145
pbch信道解码,0,0,0,0,0,1,0,0,0,1,0.145
解资源分配,0,0,0,0,0,1,0,0,0,1,0.145
下行信号信道,0,0,0,0,0,1,0,0,0,1,0.145
解前端,0,0,0,0,0,1,0,0,0,1,0.145
pbch逻辑,0,0,0,0,0,1,0,0,0,1,0.145
物理层pbch模块,0,0,0,0,0,1,0,0,0,1,0.145
synccoremsg,0,0,0,0,0,1,0,0,0,1,0.145
解码流,0,0,0,0,0,1,0,0,0,1,0.145
pbchpathq函数,0,0,0,0,0,1,0,0,0,1,0.145
pbchdersrcmapo函数,0,0,0,0,0,1,0,0,0,1,0.145
pbchpathq,0,0,0,0,0,1,0,0,0,1,0.145
pbchders,0,0,0,0,0,1,0,0,0,1,0.145
phypech模块,0,0,0,0,0,1,0,0,0,1,0.145
小区同步,0,0,0,0,0,1,0,0,0,1,0.145
masterinformationblocks,0,0,0,0,0,1,0,0,0,1,0.145
小区mib,0,0,0,0,0,1,0,0,0,1,0.145
蜂窝小区基站,0,0,0,0,0,1,0,0,0,1,0.145
上行终端,0,0,0,0,0,0,0,6,0,6,0.8699999999999999
enodeb,0,0,0,0,0,0,0,5,0,5,0.725
远场干扰场景,0,0,0,0,0,0,0,4,0,4,0.58
近场干扰场景,0,0,0,0,0,0,0,4,0,4,0.58
干扰控制算法,0,0,0,1,0,0,0,3,0,4,0.5599999999999999
蜂窝上行终端,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
吞吐率,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
远场干扰,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
近场干扰,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
蜂窝上行通信吞吐率,0,0,0,0,0,0,0,2,0,2,0.29
衰减器,0,0,0,0,0,0,0,2,0,2,0.29
qos损失,0,0,0,0,0,0,0,2,0,2,0.29
极限条件,0,0,0,0,0,0,0,2,0,2,0.29
d2d通信吞吐率,0,0,0,0,0,0,0,2,0,2,0.29
频率资源,0,0,0,0,0,0,0,2,0,2,0.29
纵轴,0,0,0,0,0,0,0,2,0,2,0.29
横轴,0,0,0,0,0,0,0,2,0,2,0.29
频谱占用,0,0,0,0,0,0,0,2,0,2,0.29
lossthreshold,0,0,0,0,0,0,0,1,0,1,0.145
ceuetrafficthreshom,0,0,0,0,0,0,0,1,0,1,0.145
sumthrough,0,0,0,0,0,0,0,1,0,1,0.145
ugh,0,0,0,0,0,0,0,1,0,1,0.145
th,0,0,0,0,0,0,0,1,0,1,0.145
cell,0,0,0,0,0,0,0,1,0,1,0.145
总吞吐速率,0,0,0,0,0,0,0,1,0,1,0.145
蜂窝上行网络,0,0,0,0,0,0,0,1,0,1,0.145
总容量,0,0,0,0,0,0,0,1,0,1,0.145
收发天线,0,0,0,0,0,0,0,1,0,1,0.145
距离,0,0,1,0,0,0,0,1,0,2,0.27
混合网络系统,0,0,0,0,0,0,0,1,0,1,0.145
qos损失率门限,0,0,0,0,0,0,0,1,0,1,0.145
吞吐量,0,0,1,0,0,0,0,1,0,2,0.27
rbo,0,0,0,0,0,0,0,1,0,1,0.145
占用,0,0,0,0,0,0,0,1,0,1,0.145
远场蜂窝干扰,0,0,0,0,0,0,0,1,0,1,0.145
qos门限,0,0,0,0,0,0,0,1,0,1,0.145
极限环境,0,0,0,0,0,0,0,1,0,1,0.145
天线,0,0,0,0,0,0,0,1,0,1,0.145
蜂窝上行,0,0,0,0,0,0,0,1,0,1,0.145
复用蜂窝上行通信,0,0,0,0,0,0,0,1,0,1,0.145
d2d品信,0,0,0,0,0,0,0,1,0,1,0.145
可靠通信,0,0,0,0,0,0,0,1,0,1,0.145
空闲频谱,0,0,0,0,0,0,0,1,0,1,0.145
通信效率,0,0,1,0,0,0,0,1,0,2,0.27
蜂窝终端干扰,0,0,0,0,0,0,0,1,0,1,0.145
正交策略,0,0,0,0,0,0,0,1,0,1,0.145
蜂窝通信吞吐率,0,0,0,0,0,0,0,1,0,1,0.145
上行通信吞吐率,0,0,0,0,0,0,0,1,0,1,0.145
贪心占用策略,0,0,0,0,0,0,0,1,0,1,0.145
正交通信策略,0,0,0,0,0,0,0,1,0,1,0.145
空闲频段,0,0,0,0,0,0,0,1,0,1,0.145
上行频谱资源,0,0,0,0,0,0,0,1,0,1,0.145
干扰协同算法,0,0,0,0,0,0,0,1,0,1,0.145
干扰协同性能,0,0,0,0,0,0,0,1,0,1,0.145
复用资源,0,0,0,4,0,0,0,0,0,4,0.5
中继节点,0,0,0,2,0,0,0,0,0,2,0.25
d2d信号,0,0,0,2,0,0,0,0,0,2,0.25
强干扰,0,0,0,2,0,0,0,0,0,2,0.25
ete蜂窝通信,0,0,0,2,0,0,0,0,0,2,0.25
链路性能,0,0,0,1,0,0,0,0,0,1,0.125
边缘用户,0,0,0,1,0,0,0,0,0,1,0.125
中继传输,0,0,0,1,0,0,0,0,0,1,0.125
空闲终端,0,0,0,1,0,0,0,0,0,1,0.125
中继通信,0,0,0,1,0,0,0,4,0,5,0.705
pdsch信道处理算法,0,0,0,1,0,0,0,0,0,1,0.125
发送能,0,0,0,1,0,0,0,0,0,1,0.125
pdsch链路,0,0,0,1,0,0,0,0,0,1,0.125
蜂窝下行链路资源,0,0,0,1,0,0,0,0,0,1,0.125
接收能,0,0,0,1,0,0,0,0,0,1,0.125
pusch链路,0,0,0,1,0,0,0,0,0,1,0.125
蜂窝上行链路资源,0,0,0,1,0,0,0,0,0,1,0.125
链路收发功能,0,0,0,1,0,0,0,0,0,1,0.125
处理能,0,0,0,1,0,0,0,0,0,1,0.125
对等传输,0,0,0,1,0,0,0,0,0,1,0.125
接收能力,0,0,0,1,1,0,0,0,0,2,0.27
发送能力,0,0,0,1,0,0,0,0,0,1,0.125
对等数据传输,0,0,0,1,0,0,0,0,0,1,0.125
干扰协调,0,0,0,1,0,0,0,0,0,1,0.125
干扰区域限制机制,0,0,0,1,0,0,0,0,0,1,0.125
干扰避免机制,0,0,0,1,0,0,0,0,0,1,0.125
d2d用户资源分配,0,0,0,1,0,0,0,0,0,1,0.125
qos,0,0,0,1,0,0,0,0,0,1,0.125
d2d功率控制算法,0,0,0,1,0,0,0,0,0,1,0.125
路损测量信息,0,0,0,1,0,0,0,0,0,1,0.125
分布式方案,0,0,0,1,0,0,0,0,0,1,0.125
信息交互开销,0,0,0,1,0,0,0,0,0,1,0.125
博弈论,0,0,0,1,0,0,0,0,0,1,0.125
优化理论,0,0,0,1,0,0,0,0,0,1,0.125
全信道信息,0,0,0,1,0,0,0,0,0,1,0.125
集中式,0,0,0,1,0,0,0,0,0,1,0.125
下行通信,0,0,0,1,0,0,0,0,0,1,0.125
空间分集增益,0,0,0,1,0,0,0,0,0,1,0.125
时频资源,0,0,0,1,0,0,0,0,0,1,0.125
互相干扰,0,0,0,1,0,0,0,0,0,1,0.125
underlay,0,0,0,1,0,0,0,0,0,1,0.125
overlay,0,0,0,1,0,0,0,0,0,1,0.125
授权频谱,0,0,0,1,0,0,0,0,0,1,0.125
频谱感知功能,0,0,0,1,0,0,0,0,0,1,0.125
可用信息,0,0,0,1,0,0,0,0,0,1,0.125
广播信息,1,0,0,1,0,0,0,0,0,2,1.125
循环平稳特征检测法,0,0,0,1,0,0,0,0,0,1,0.125
能量检测法,0,0,0,1,0,0,0,0,0,1,0.125
配滤波法,0,0,0,1,0,0,0,0,0,1,0.125
认知无线电技术,0,0,0,1,0,0,0,0,0,1,0.125
d2d通信质量,0,0,0,1,0,0,0,0,0,1,0.125
d2d设备,0,0,0,1,0,1,0,0,0,2,0.27
直接链路,0,0,0,1,0,0,0,0,0,1,0.125
ack响应,0,0,0,1,0,0,0,0,0,1,0.125
搜索消息,0,0,0,1,0,0,0,0,0,1,0.125
广播消息,0,0,0,1,0,0,0,0,0,1,0.125
广播搜索消息,0,0,0,1,0,0,0,0,0,1,0.125
信令监听,0,0,0,1,0,0,0,0,0,1,0.125
直连通信链路,0,0,0,1,0,0,0,0,0,1,0.125
反馈信息,0,0,0,1,0,0,0,0,0,1,0.125
ieee802.11,0,0,0,1,0,0,0,0,0,1,0.125
ap调度,0,0,0,1,0,0,0,0,0,1,0.125
终端发现技术,0,0,0,1,0,0,0,0,0,1,0.125
d2d连接,0,0,0,1,0,0,0,0,0,1,0.125
移动性,0,0,0,1,0,0,0,0,0,1,0.125
公平性,0,0,0,1,0,0,0,0,0,1,0.125
信噪,0,0,0,1,0,0,0,0,0,1,0.125
蜂窝转发,0,0,0,1,0,0,0,0,0,1,0.125
链路质量,0,0,0,1,1,0,0,0,0,2,0.27
单小区,0,0,0,1,0,0,0,0,0,1,0.125
通信容量,0,0,0,1,0,0,0,0,0,1,0.125
核心,0,0,0,1,0,0,0,0,0,1,0.125
设备,0,0,0,1,0,0,0,0,0,1,0.125
同步算法,0,0,0,1,0,0,0,0,0,1,0.125
同步参考信号,0,0,0,1,0,0,0,0,0,1,0.125
处理能力,1,0,0,1,1,0,0,0,0,3,1.27
复用信号,0,0,0,1,0,0,0,0,0,1,0.125
无蜂窝,0,0,0,1,0,0,0,0,0,1,0.125
下行同步算法,0,0,0,1,0,0,0,0,0,1,0.125
小区搜索,0,0,0,1,0,0,0,0,0,1,0.125
模拟终端,0,0,0,1,0,0,0,0,0,1,0.125
d2d验证系统,0,0,0,1,0,0,0,0,0,1,0.125
基本逻辑信道映射,0,0,0,1,0,0,0,0,0,1,0.125
空中接口,0,0,0,1,0,0,0,0,0,1,0.125
蜂窝通信干扰,0,0,0,1,0,0,0,0,0,1,0.125
复用终端,0,0,0,1,0,0,0,0,0,1,0.125
授权频谱资源,0,0,0,1,0,0,0,0,0,1,0.125
共存机制,0,0,0,1,0,0,0,0,0,1,0.125
2d2d通信,0,0,0,1,0,0,0,0,0,1,0.125
加法,0,0,0,0,0,0,2,0,0,2,0.29
16位数,0,0,0,0,0,0,2,0,0,2,0.29
并行加速,0,0,0,0,0,0,2,0,0,2,0.29
运行时间,0,0,0,0,0,0,1,0,0,1,0.145
赋值,0,0,0,0,0,0,1,0,0,1,0.145
8位数,0,0,0,0,0,0,1,0,0,1,0.145
匹配函数,0,0,0,0,0,0,1,0,0,1,0.145
pusch链路解速率,0,0,0,0,0,0,1,0,0,1,0.145
运算密集型,0,0,0,0,0,0,1,0,0,1,0.145
16位数加法,0,0,0,0,0,0,1,0,0,1,0.145
转存,0,0,0,0,0,0,1,0,0,1,0.145
指令周期,0,0,0,0,0,0,1,0,0,1,0.145
epil6,0,0,0,0,0,0,1,0,0,1,0.145
寄存器,0,0,0,0,0,0,1,0,0,1,0.145
代码,0,0,0,0,0,0,1,0,0,1,0.145
指令,0,0,0,0,0,0,1,0,0,1,0.145
指令集,0,0,0,0,0,0,1,0,0,1,0.145
simd,1,0,0,0,0,0,1,0,0,2,1.145
多数据,0,0,0,0,0,0,1,0,0,1,0.145
单指令,0,0,0,0,0,0,1,0,0,1,0.145
处理器,0,0,0,0,0,0,1,0,0,1,0.145
streamingsimdextensions,0,0,0,0,0,0,1,0,0,1,0.145
sse,0,0,0,0,0,0,1,0,0,1,0.145
蓝牙,0,0,3,0,0,0,0,0,0,3,0.375
d2d通信链路,0,0,3,0,0,0,0,0,0,3,0.375
3gpp,0,0,3,0,0,0,0,0,0,3,0.375
链接,0,0,2,0,0,0,0,0,0,2,0.25
用户节点,0,0,2,0,0,0,0,0,0,2,0.25
直通通信,0,0,2,0,0,0,0,0,0,2,0.25
标准化,0,0,2,0,0,0,0,0,0,2,0.25
proximityservice,0,0,1,0,0,0,0,0,0,1,0.125
onltedevicetodevice,0,0,1,0,0,0,0,0,0,1,0.125
d2d近距离服务,0,0,1,0,0,0,0,0,0,1,0.125
proximityservices,0,0,1,0,0,0,0,0,0,1,0.125
近场通信技术,0,0,1,0,0,0,0,0,0,1,0.125
密钥交换,0,0,1,0,0,0,0,0,0,1,0.125
人工配对,0,0,1,0,0,0,0,0,0,1,0.125
wifi技术,0,0,1,0,0,0,0,0,0,1,0.125
wifi技,0,0,1,0,0,0,0,0,0,1,0.125
wifl,0,0,1,0,0,0,0,0,0,1,0.125
近距离无线通信技术,0,0,1,0,0,0,0,0,0,1,0.125
服务质量,0,0,1,0,0,0,0,0,0,1,0.125
总体性能,0,0,1,0,0,0,0,0,0,1,0.125
覆盖,0,0,1,0,0,0,0,0,0,1,0.125
无线中继技术,0,0,1,0,0,0,0,0,0,1,0.125
干扰复用,0,0,1,0,0,0,0,0,0,1,0.125
资源分配机制,0,0,1,0,0,0,0,0,0,1,0.125
用户终端,0,0,1,0,0,0,0,0,0,1,0.125
干扰范,0,0,1,0,0,0,0,0,0,1,0.125
调度负载,0,0,1,0,0,0,0,0,0,1,0.125
运算能力,0,0,1,0,0,0,0,0,0,1,0.125
终端间通信,0,0,1,0,0,0,0,0,0,1,0.125
移动通信业,0,0,1,0,0,0,0,0,0,1,0.125
授权频段,0,0,1,0,0,0,0,0,0,1,0.125
蜂窝移动通信系统,0,0,1,0,0,0,0,0,0,1,0.125
接入点,0,0,1,0,0,0,0,0,0,1,0.125
集中,0,0,1,0,0,0,0,0,0,1,0.125
路由转发能,0,0,1,0,0,0,0,0,0,1,0.125
分布式网络,0,0,1,0,0,0,0,0,0,1,0.125
直通通信用户,0,0,1,0,0,0,0,0,0,1,0.125
devicetodevice,1,0,1,0,0,0,0,0,0,2,1.125
全局性干扰,0,0,1,0,0,0,0,0,0,1,0.125
宏蜂窝,0,0,1,0,0,0,0,0,0,1,0.125
基础设施,0,0,1,0,0,0,0,0,0,1,0.125
超微蜂窝,0,0,1,0,0,0,0,0,0,1,0.125
多点传输,0,0,1,0,0,0,0,0,0,1,0.125
本地业务流量,0,0,1,0,0,0,0,0,0,1,0.125
数据流量,0,0,1,0,0,0,0,0,0,1,0.125
移动互联网业务,0,0,1,0,0,0,0,0,0,1,0.125
3d2d,0,0,1,0,0,0,0,0,0,1,0.125
底层传输能力,0,0,0,0,0,4,0,0,0,4,0.58
分割,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
级联,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
umrlcpdu,0,0,0,0,0,2,0,0,0,2,0.29
按序传递,0,0,0,0,0,2,0,0,0,2,0.29
um模式,0,0,0,0,0,2,0,0,0,2,0.29
harq机制,0,0,0,0,0,2,0,0,0,2,0.29
数据流向,0,0,0,0,0,1,0,0,0,1,0.145
rlcpdu格,0,0,0,0,0,1,0,0,0,1,0.145
txidfies,0,0,0,0,0,1,0,0,0,1,0.145
umrlc,0,0,0,0,0,1,0,0,0,1,0.145
软件协议栈,0,0,0,0,0,1,0,0,0,1,0.145
复杂度,0,0,0,0,0,1,0,0,0,1,0.145
am模式,0,0,0,0,0,1,0,0,0,1,0.145
rlc级别,0,0,0,0,0,1,0,0,0,1,0.145
系统信令,0,0,0,0,0,1,0,0,0,1,0.145
确认模式,0,0,0,0,0,1,0,0,0,1,0.145
um,0,0,0,0,0,1,0,0,0,1,0.145
非确认模式,0,0,0,0,0,1,0,0,0,1,0.145
透明模式,0,0,0,0,0,1,0,0,0,1,0.145
rlc-pdu,0,0,0,0,0,1,0,0,0,1,0.145
rlc数据分段,0,0,0,0,0,1,0,0,0,1,0.145
rlc层分段级联,0,0,0,0,0,1,0,0,0,1,0.145
分段,0,0,0,0,0,1,0,0,0,1,0.145
业务层,0,0,0,0,0,1,0,0,0,1,0.145
实体调度,0,0,0,0,0,1,0,0,0,1,0.145
rrc,0,0,0,0,0,1,0,0,0,1,0.145
传输过,0,0,0,0,0,1,0,0,0,1,0.145
tundevice,0,0,0,0,0,5,0,0,0,5,0.725
undevice,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
以太网,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
链路延时,0,0,0,0,0,2,0,0,0,2,0.29
tun接口,0,0,0,0,0,2,0,0,0,2,0.29
babeld功能,0,0,0,0,0,1,0,0,0,1,0.145
roadcastpackage,0,0,0,0,0,1,0,0,0,1,0.145
routing,0,0,0,0,0,1,0,0,0,1,0.145
ing,0,0,0,0,0,1,0,0,0,1,0.145
ippackage,0,0,0,0,0,1,0,0,0,1,0.145
